Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR009826	DNA circulation, N-terminal	interpro	domain		PF07157	
IPR009928	Primosomal DnaI, N-terminal	interpro	domain		PF07319	
IPR009933	T-DNA border endonuclease VirD1	interpro	family		PF07328	GO:0004519
IPR010093	SinI-like, DNA-binding domain	interpro	domain		TIGR01764	GO:0003677
IPR010114	DNA-binding transcriptional regulator NtrC	interpro	family		TIGR01818	GO:0000156,GO:0003677,GO:0005524,GO:0000160,GO:0006808
IPR010243	DNA-directed RNA polymerase beta subunit, bacterial-type	interpro	family		MF_01321,TIGR02013	GO:0003677,GO:0003899,GO:0006351
IPR010260	DNA-binding transcriptional activator AlpA	interpro	family		PF05930	
IPR010285	DNA helicase Pif1-like, DEAD-box helicase domain	interpro	domain		PF05970	GO:0003678,GO:0000723,GO:0006281
IPR010316	DNA-3-methyladenine glycosylase AlkA, N-terminal	interpro	domain		SM01009,PF06029	
IPR010347	Tyrosyl-DNA phosphodiesterase I	interpro	family		PF06087,PTHR12415	GO:0008081,GO:0006281,GO:0005634
IPR010372	DNA polymerase III delta, N-terminal	interpro	domain		PF06144	GO:0003677,GO:0003887,GO:0006260,GO:0009360
IPR010391	DNA damage-inducible protein DinI-like	interpro	family		PTHR36572,PF06183	
IPR010584	Exodeoxyribonuclease 8	interpro	family		PF06630	GO:0051908
IPR010585	DNA repair protein XRCC4	interpro	family		PTHR28559	GO:0003677,GO:0006302,GO:0006310,GO:0005634
IPR010760	DNA repair protein, Swi5	interpro	family		PTHR28529,PF07061	
IPR010896	Nuclease-associated modular DNA-binding 1	interpro	domain		PF07453	
IPR010924	DNA-directed RNA polymerase subunit Rpo4	interpro	family		PTHR39646,MF_00864,PIRSF005053	
IPR010982	Lambda repressor-like, DNA-binding domain superfamily	interpro	homologous_superfamily		SSF47413,G3DSA:1.10.260.40	GO:0003677
IPR010992	Integration host factor (IHF)-like DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:4.10.520.10,SSF47729	GO:0003677
IPR010995	DNA repair Rad51/transcription factor NusA, alpha-helical	interpro	homologous_superfamily		SSF47794	GO:0000166
IPR010996	DNA polymerase beta-like, N-terminal domain	interpro	domain		PF14716	
IPR011010	DNA breaking-rejoining enzyme, catalytic core	interpro	homologous_superfamily		SSF56349	GO:0003677
IPR011082	Exosome-associated factor Rrp47/DNA strand repair C1D	interpro	family		PTHR15341	
IPR011084	DNA repair metallo-beta-lactamase	interpro	domain		PF07522	
IPR011109	DNA-binding recombinase domain	interpro	domain		PS51737,PF07508	GO:0000150,GO:0003677
IPR011114	Holliday junction DNA helicase RuvA, C-terminal	interpro	domain		cd14332,PF07499	GO:0005524,GO:0009378,GO:0006281,GO:0006310,GO:0009379
IPR011149	DNA polymerase II small subunit, archaeal	interpro	family		MF_00325,PIRSF000803	GO:0003676,GO:0003887,GO:0008408,GO:0006260
IPR011184	DNA mismatch repair Msh2-type	interpro	family		PIRSF005813	GO:0005524,GO:0030983,GO:0006298
IPR011222	Double-stranded DNA virus, group I, capsid	interpro	homologous_superfamily		SSF88648	GO:0005198,GO:0019028
IPR011257	DNA glycosylase	interpro	homologous_superfamily		SSF48150	GO:0003824,GO:0006281
IPR011262	DNA-directed RNA polymerase, insert domain	interpro	domain		PF01000	GO:0003899,GO:0046983,GO:0006351
IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type	interpro	domain		PF01193,SM00662	GO:0003899,GO:0006351
IPR011337	DNA mismatch repair MutH/Type II restriction enzyme Sau3AI	interpro	domain		cd00583,SM00927,PF02976	GO:0003677,GO:0004519
IPR011344	Single-stranded DNA-binding protein	interpro	family		PIRSF002070,TIGR00621,MF_00984,PTHR10302	GO:0003697,GO:0006260
IPR011396	Phosphorothioated DNA-binding restriction endonuclease	interpro	family		NF045808,PIRSF030850	
IPR011539	Rel homology domain, DNA-binding domain	interpro	domain		PS50254,PF00554	GO:0003677,GO:0003700,GO:0006355
IPR011557	DNA gyrase, subunit B	interpro	family		MF_01898,TIGR01059	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR011564	Telomeric single stranded DNA binding POT1/Cdc13	interpro	domain		SM00976,PF02765	GO:0003677,GO:0000723,GO:0000781
IPR011615	p53, DNA-binding domain	interpro	domain		cd08367,PF00870	GO:0000976
IPR011708	Bacterial DNA polymerase III, alpha subunit, NTPase domain	interpro	domain		PF07733	GO:0008408,GO:0006260
IPR011722	Hemimethylated DNA-binding domain	interpro	domain		SM00992,PF08755,TIGR02097	GO:0003677
IPR011773	DNA-directed RNA polymerase, alpha subunit	interpro	family		MF_00059,TIGR02027	GO:0003677,GO:0003899,GO:0006351
IPR011938	DNA recombination/repair protein RadA	interpro	family		MF_00348,TIGR02236	GO:0003684,GO:0005524,GO:0008094,GO:0006281,GO:0006310
IPR011939	DNA repair and recombination protein RadB	interpro	family		MF_00350,PIRSF003336,TIGR02237	GO:0003684,GO:0005524,GO:0006281,GO:0006310
IPR011941	DNA recombination/repair protein Rad51	interpro	family		TIGR02239	GO:0000150,GO:0003690,GO:0003697,GO:0008094,GO:0000724,GO:1990426
IPR012092	8-oxoguanine DNA glycosylase/AP lyase Ogg	interpro	family		PF22175,MF_00241,PIRSF005954	GO:0003906,GO:0016799,GO:0006281
IPR012100	DNA-damage-repair/toleration protein, DRT102	interpro	family		PIRSF011609	
IPR012112	DNA repair protein Rev1	interpro	family		PIRSF036573	GO:0003684,GO:0016779,GO:0006281,GO:0042276
IPR012164	DNA-directed RNA polymerase subunit/transcription factor S	interpro	family		PIRSF005586,PTHR11239	GO:0003899,GO:0006351
IPR012308	DNA ligase, ATP-dependent, N-terminal	interpro	domain		PF04675	GO:0003677,GO:0003910,GO:0006281,GO:0006310
IPR012309	DNA ligase, ATP-dependent, C-terminal	interpro	domain		PF04679	GO:0003910,GO:0006281,GO:0006310
IPR012310	DNA ligase, ATP-dependent, central	interpro	domain		PS50160,PF01068	GO:0003910,GO:0005524,GO:0006281,GO:0006310
IPR012319	Formamidopyrimidine-DNA glycosylase, catalytic domain	interpro	domain		PS51068,SM00898,PF01149	GO:0003906,GO:0008270,GO:0019104,GO:0006284
IPR012327	D12 class N6 adenine-specific DNA methyltransferase	interpro	family		PTHR30481,TIGR00571,PR00505,PF02086	GO:0009007,GO:0009307
IPR012339	Bacteriophage T4, Gp32, single-stranded DNA-binding domain	interpro	domain		PF08804	GO:0003697
IPR012345	STAT transcription factor, DNA-binding, N-terminal	interpro	homologous_superfamily		G3DSA:2.60.40.630	
IPR012346	p53/RUNT-type transcription factor, DNA-binding domain superfamily	interpro	homologous_superfamily		G3DSA:2.60.40.720	GO:0003677,GO:0003700,GO:0006355,GO:0005634
IPR012401	DNA-binding protein MutS2, archaea	interpro	family		MF_00971,PIRSF029254	
IPR012582	DNA-dependent protein kinase catalytic subunit, CC3	interpro	domain		PF08163,SM01344	GO:0006303,GO:0005634
IPR012641	Cysteine rich domain, Polydnavirus	interpro	domain		PF08008	
IPR012724	Chaperone DnaJ	interpro	family		MF_01152,TIGR02349	GO:0005524,GO:0051082,GO:0006457,GO:0009408
IPR012725	Chaperone DnaK	interpro	family		MF_00332,TIGR02350	GO:0005524,GO:0051082,GO:0006457
IPR012754	DNA-directed RNA polymerase, subunit beta-prime, bacterial type	interpro	family		MF_01322,TIGR02386	GO:0003677,GO:0003899,GO:0006351
IPR012755	DNA-directed RNA polymerase, subunit gamma	interpro	family		TIGR02387	GO:0003677,GO:0003899,GO:0006351
IPR012756	DNA-directed RNA polymerase, subunit beta''	interpro	family		MF_01324,TIGR02388	GO:0003677,GO:0003899,GO:0006351
IPR012757	DNA-directed RNA polymerase subunit Rpo1C	interpro	family		cd06528,MF_00411,TIGR02389	GO:0003677,GO:0003899,GO:0006351
IPR012758	DNA-directed RNA polymerase subunit Rpo1N	interpro	family		cd02582,MF_00863,TIGR02390	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR012763	DNA polymerase III, subunit gamma/ tau, N-terminal	interpro	domain		TIGR02397	GO:0003887,GO:0005524,GO:0006260,GO:0009360
IPR012904	8-oxoguanine DNA glycosylase, N-terminal	interpro	domain		PF07934	GO:0003684,GO:0008534,GO:0006289
IPR012909	PHA accumulation regulator DNA-binding, N-terminal	interpro	domain		PF07879	
IPR013030	DNA topoisomerase I, DNA binding, N-terminal domain 2	interpro	homologous_superfamily		G3DSA:2.170.11.10	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR013034	DNA topoisomerase I, DNA binding, N-terminal domain 1	interpro	homologous_superfamily		G3DSA:1.10.10.41	GO:0003917,GO:0006265
IPR013049	Spo11/DNA topoisomerase VI, subunit A, N-terminal	interpro	domain		PF04406	GO:0003677,GO:0003824,GO:0005524,GO:0006259,GO:0005694
IPR013103	Reverse transcriptase, RNA-dependent DNA polymerase	interpro	domain		PF07727	
IPR013159	Chromosomal replication initiator, DnaA C-terminal	interpro	domain		cd06571,SM00760,PF08299	GO:0005524,GO:0043565,GO:0006270,GO:0006275
IPR013173	DNA primase DnaG, DnaB-binding domain	interpro	domain		PF08278,SM00766	GO:0003896,GO:0006269
IPR013199	M protein trans-acting positive regulator (MGA) HTH domain	interpro	domain		PF08280	
IPR013237	Bacteriophage T7, Gp4, DNA primase/helicase, N-terminal	interpro	domain		SM00778,PF08273	GO:0003896,GO:0004386,GO:0008270
IPR013240	DNA-directed RNA polymerase I, subunit RPA34	interpro	family		PTHR15484,PF08208	GO:0006360
IPR013263	DNA topoisomerase I, zinc ribbon-like, bacterial-type	interpro	domain		PF08272	GO:0003677,GO:0003917,GO:0006265
IPR013264	DNA primase DNAG, catalytic core, N-terminal	interpro	domain		PF08275	
IPR013317	Chromosomal replication initiator protein DnaA, ATPAse domain	interpro	domain		PF00308	
IPR013497	DNA topoisomerase, type IA, central	interpro	domain		PR00417,cd00186,PF01131	GO:0003677,GO:0003916,GO:0006265
IPR013498	DNA topoisomerase, type IA, zn finger	interpro	domain		PF01396	GO:0003677,GO:0003916,GO:0006265,GO:0005694
IPR013499	DNA topoisomerase I, eukaryotic-type	interpro	domain		SM00435	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type	interpro	domain		cd00659,PF01028	GO:0003677,GO:0003917,GO:0006265
IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2	interpro	domain		PF00204	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR013507	DNA mismatch repair protein, S5 domain 2-like	interpro	domain		SM01340,PF01119	GO:0005524,GO:0030983,GO:0006298
IPR013520	Exonuclease, RNase T/DNA polymerase III	interpro	domain		PF00929,SM00479	
IPR013617	DNA-directed DNA polymerase, family B, viral insert domain	interpro	domain		PF08408	GO:0003887
IPR013627	DNA polymerase alpha, subunit B, N-terminal	interpro	domain		PF08418	
IPR013632	DNA recombination and repair protein Rad51-like, C-terminal	interpro	domain		PF08423	
IPR013660	DNA polymerase B exonuclease, N-terminal	interpro	domain		PF08452	GO:0003887
IPR013697	DNA polymerase epsilon, catalytic subunit A, C-terminal	interpro	domain		SM01159,PF08490	GO:0003887,GO:0008270,GO:0006260,GO:0005634
IPR013725	DNA replication factor RFC1, C-terminal	interpro	domain		PF08519	GO:0003689,GO:0005524,GO:0006260,GO:0005663
IPR013757	DNA topoisomerase, type IIA, alpha-helical domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.268.10	GO:0003677,GO:0003918,GO:0005524
IPR013758	DNA topoisomerase, type IIA, domain A, alpha-beta	interpro	homologous_superfamily		G3DSA:3.90.199.10	GO:0003677,GO:0003918,GO:0005524,GO:0006259,GO:0006265
IPR013759	DNA topoisomerase, type IIA, subunit B, C-terminal	interpro	homologous_superfamily		G3DSA:3.40.50.670	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR013760	DNA topoisomerase, type IIA-like domain superfamily	interpro	homologous_superfamily		SSF56719	GO:0003918,GO:0005524
IPR013765	DNA recombination and repair protein RecA	interpro	family		PTHR45900,MF_00268,TIGR02012,PR00142	GO:0003697,GO:0005524,GO:0006281
IPR013795	DNA/RNA-binding protein Alba	interpro	family		MF_01122,PIRSF028732,TIGR00285	GO:0003677,GO:0003723
IPR013801	STAT transcription factor, DNA-binding	interpro	domain		PF02864	GO:0003677
IPR013824	DNA topoisomerase, type IA, central region, subdomain 1	interpro	homologous_superfamily		G3DSA:1.10.460.10	
IPR013825	DNA topoisomerase, type IA, central region, subdomain 2	interpro	homologous_superfamily		G3DSA:2.70.20.10	
IPR013826	DNA topoisomerase, type IA, central region, subdomain 3	interpro	homologous_superfamily		G3DSA:1.10.290.10	
IPR013839	NAD-dependent DNA ligase, adenylation	interpro	domain		cd00114,PF01653	GO:0003911
IPR013840	NAD-dependent DNA ligase, N-terminal	interpro	domain		SM00532	GO:0003911
IPR013849	DNA helicase, Holliday junction RuvA type, domain I, bacterial	interpro	domain		PF01330	GO:0005524,GO:0009378,GO:0006281,GO:0006310
IPR013882	DNA endonuclease activator Ctp1, C-terminal	interpro	domain		PF08573	GO:0006281
IPR013948	DNA replication regulator Sld3, C-terminal	interpro	domain		PF08639	
IPR013986	DExx box DNA helicase domain superfamily	interpro	homologous_superfamily		G3DSA:1.10.10.160	
IPR014000	DNA helicase E1, N-terminal, Papillomavirus	interpro	domain		PF00524	GO:0016817
IPR014015	Helicase, superfamily 3, DNA virus	interpro	domain		PS51206	
IPR014017	UvrD-like DNA helicase, C-terminal	interpro	domain		PF13361,PS51217	GO:0005524,GO:0016787
IPR014048	Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding	interpro	domain		cd06445,TIGR00589,PF01035	GO:0003824,GO:0006281
IPR014052	DNA primase, small subunit, eukaryotic/archaeal	interpro	family		cd04860,TIGR00335	GO:0003896,GO:0006269
IPR014140	DNA helicase subunit AddB	interpro	family		TIGR02773,MF_01452	GO:0016788,GO:0000724
IPR014141	DNA helicase subunit RexB	interpro	family		TIGR02774,MF_01453	GO:0016788,GO:0016817
IPR014143	DNA ligase D	interpro	domain		TIGR02776	
IPR014144	DNA ligase D, 3'-phosphoesterase domain	interpro	domain		PF13298,TIGR02777	
IPR014145	DNA ligase D, polymerase domain	interpro	domain		PF21686,TIGR02778	
IPR014146	DNA ligase D, ligase domain	interpro	domain		TIGR02779	
IPR014151	DNA helicase, AddA type	interpro	family		TIGR02784	
IPR014243	Transcription factor, RsfA	interpro	family		PTHR41302,TIGR02894	
IPR014277	Orc1/Cdc6-type DNA replication protein, archaea	interpro	family		MF_01407,TIGR02928	
IPR014329	M6 adenine DNA methyltransferase, Alw26I	interpro	family		TIGR02987	
IPR014381	DNA-directed RNA polymerase subunit Rpo5/Rpb5	interpro	family		MF_00025,PIRSF000747,PTHR10535	GO:0003899
IPR014382	DNA-directed DNA polymerase, family B, adenovirus	interpro	family		PIRSF000788,MF_04055	GO:0003887,GO:0039693
IPR014416	DNA-directed DNA polymerase, family B, phi29-like virus	interpro	family		PIRSF004178	GO:0001882,GO:0003887,GO:0039693
IPR014455	DNA methylase, N-6 adenine-specific, MK1259 type	interpro	family		PIRSF009427	
IPR014483	Fis-like DNA-binding domain-containing signal transduction response regulator, predicted	interpro	family		PIRSF016788	
IPR014490	DNA-binding protein from starved cells-like	interpro	family		PIRSF018063	
IPR014560	Uncharacterised conserved protein UCP030333, DNA/RNA-binding Alba-related	interpro	family		PTHR31947,PIRSF030333	
IPR014711	DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type	interpro	homologous_superfamily		G3DSA:3.90.15.10	GO:0003677,GO:0003917,GO:0006265
IPR014727	DNA topoisomerase I, catalytic core, alpha/beta subdomain	interpro	homologous_superfamily		G3DSA:1.10.132.10	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR014751	DNA repair protein XRCC4-like, C-terminal	interpro	homologous_superfamily		G3DSA:1.20.5.370	
IPR014762	DNA mismatch repair, conserved site	interpro	conserved_site		PS00058	
IPR014803	DNA repair protein Nse5/Nse6	interpro	family		PF08691	
IPR014808	DNA replication factor Dna2, N-terminal	interpro	domain		PF08696	
IPR014825	DNA alkylation repair enzyme	interpro	family		PF08713	
IPR014969	DNA sulphur modification protein DndE	interpro	family		PF08870,TIGR03184	
IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha	interpro	domain		PF08996	GO:0003887,GO:0006260
IPR015094	Integrase, lambda-type, N-terminal DNA-binding	interpro	domain		PF09003	GO:0003677,GO:0008907,GO:0015074
IPR015095	Alkylated DNA repair protein AlkB, homologue 8, N-terminal	interpro	domain		PF09004	GO:0008168,GO:0016706
IPR015121	DNA fragmentation factor 45kDa, middle domain	interpro	domain		PF09033	
IPR015126	Mu DNA binding, I gamma subdomain	interpro	domain		PF09039	
IPR015199	DNA polymerase III, delta subunit, C-terminal	interpro	domain		PF09115	GO:0003677,GO:0003887,GO:0006260,GO:0009360
IPR015236	Methylated DNA-protein cysteine methyltransferase, ribonuclease H-like domain	interpro	domain		PF09153	GO:0005737
IPR015254	N-glycosylase/DNA lyase-like	interpro	family		PF09171	GO:0003906,GO:0016799
IPR015280	Rap1, DNA-binding domain	interpro	domain		PF09197	GO:0003677
IPR015281	DNA beta-glucosyltransferase, bacteriophage	interpro	family		PF09198	GO:0033821,GO:0099018
IPR015300	DNA-binding pseudobarrel domain superfamily	interpro	homologous_superfamily		SSF101936,G3DSA:2.40.330.10	
IPR015311	DNA fragmentation factor 40, C-terminal	interpro	domain		PF09230	GO:0016787,GO:0006309,GO:0005634,GO:0005737
IPR015320	DNA topoisomerase VI, subunit B, transducer	interpro	domain		cd00823,PF09239	GO:0003677,GO:0003918,GO:0006265
IPR015330	DNA primase/polymerase, bifunctional, N-terminal	interpro	domain		SM00943,PF09250	
IPR015346	DNA topoisomerase I, N-terminal, viral	interpro	domain		PF09266	GO:0003677,GO:0003916,GO:0006265
IPR015350	Beta-trefoil DNA-binding domain	interpro	domain		SM01268,PF09270	GO:0000978,GO:0006357
IPR015351	RBP-J/Cbf11/Cbf12, DNA binding	interpro	domain		SM01267,PF09271	GO:0003677,GO:0003700,GO:0006355,GO:0005634
IPR015354	DNA partition complex, ParG	interpro	family		PF09274	
IPR015358	Transcription regulator MerR, DNA binding	interpro	domain		PF09278	
IPR015367	Transcription factor CEP-1, DNA-binding domain	interpro	domain		PF09287	
IPR015371	Endonuclease VIII-like 1, DNA binding	interpro	domain		PF09292	
IPR015399	Domain of unknown function DUF1977, DnaJ-like	interpro	domain		PF09320	
IPR015408	Zinc finger, Mcm10/DnaG-type	interpro	domain		PF09329	GO:0006260,GO:0005634
IPR015637	Uracil DNA glycosylase family 2	interpro	family		PTHR12159,cd10028	GO:0000700,GO:0006285
IPR015646	Nuclear factor of activated T-cells 5, Rel homology domain, DNA-binding domain	interpro	domain		cd07882	GO:0000978
IPR015699	DNA-directed RNA pol I, largest subunit, N-terminal domain	interpro	domain		cd01435	
IPR015700	DNA-directed RNA polymerase III subunit RPC1	interpro	family		PTHR48446	
IPR015712	DNA-directed RNA polymerase, subunit 2	interpro	family		cd00653,PTHR20856	GO:0003899,GO:0032549,GO:0006351
IPR015833	DNA-directed DNA polymerase, family B, mitochondrial linear plasmid	interpro	family		PIRSF006517	GO:0003677,GO:0003887,GO:0006260,GO:0005739
IPR015840	DNA methyase, ParB domain-containing	interpro	family		PIRSF036758	
IPR015886	DNA glycosylase/AP lyase, H2TH DNA-binding	interpro	domain		SM01232,PF06831	GO:0003684,GO:0003906,GO:0008270,GO:0016799,GO:0006284
IPR015887	DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site	interpro	binding_site		PS01242	GO:0003677,GO:0003906,GO:0008270,GO:0016799,GO:0006281
IPR016033	DNA polymerase II large subunit DP2, N-terminal	interpro	domain		PF03833	
IPR016059	DNA ligase, ATP-dependent, conserved site	interpro	conserved_site		PS00333,PS00697	GO:0003909
IPR016112	Group II dsDNA virus coat/capsid protein	interpro	homologous_superfamily		SSF49749	
IPR016136	DNA helicase DnaB, N-terminal/DNA primase DnaG, C-terminal	interpro	homologous_superfamily		G3DSA:1.10.860.10	
IPR016151	DNA mismatch repair protein MutS, N-terminal	interpro	homologous_superfamily		G3DSA:3.40.1170.10,SSF55271	GO:0005524,GO:0030983,GO:0006298
IPR016177	DNA-binding domain superfamily	interpro	homologous_superfamily		SSF54171	GO:0003677
IPR016184	Capsid/spike protein, ssDNA virus	interpro	homologous_superfamily		SSF88645	
IPR016202	Deoxyribonuclease I	interpro	family		SM00476,PIRSF000988,PR00130	GO:0004536,GO:0006308
IPR016220	Methylphosphotriester-DNA alkyltransferase, AdaA	interpro	family		PIRSF000408	
IPR016223	DNA alpha-glucosyltransferase	interpro	family		PF11440,PIRSF000471	
IPR016266	DNA polymerase epsilon, subunit B	interpro	family		PIRSF000799,PTHR12708	GO:0003677,GO:0006261,GO:0008622
IPR016306	DNA ligase, bacteriophage T7-type	interpro	family		PIRSF001600	GO:0003910,GO:0006266
IPR016411	Single-stranded DNA-binding protein, bacteriophage T7	interpro	family		MF_04153,PIRSF004311	GO:0003677
IPR016413	Bacteriophage T4, DenA, endonuclease II	interpro	family		PIRSF004362	GO:0004519,GO:0046872
IPR016467	DNA recombination and repair protein, RecA-like	interpro	family		PIRSF005856	
IPR016544	N-glycosylase/DNA lyase	interpro	family		MF_01168,PIRSF008955	GO:0000702,GO:0003906,GO:0006284
IPR016558	DNA primase, large subunit, eukaryotic	interpro	family		cd07322,PIRSF009449	
IPR016587	DNA damage checkpoint control protein Rad17	interpro	family		PIRSF011769	GO:0003684,GO:0003690,GO:0000077,GO:0006302,GO:0007131,GO:0030896
IPR016634	DNA-binding transcriptional repressor CapW-like	interpro	family		PIRSF015558	
IPR016644	T-DNA border endonuclease virD2	interpro	family		PIRSF016095	GO:0004520,GO:0051819
IPR016658	DNA primase LEF1	interpro	family		PIRSF016433	
IPR016670	DNA damage-inducible transcript 3	interpro	family		PTHR16833,PIRSF016571	
IPR016722	DNA polymerase alpha, subunit B	interpro	family		PTHR23061,PIRSF018300	
IPR016738	DNA double-strand break repair nuclease NurA-like	interpro	family		PIRSF018871	
IPR016748	Transcription regulator, CopG/Arc/MetJ DNA-binding domain-containing, predicted	interpro	family		PIRSF019108	
IPR016810	DNA repair protein Rad59	interpro	family		PIRSF022936	GO:0045002
IPR017019	Predicted DNA replication protein, bacterial	interpro	family		PIRSF033722	
IPR017198	DNA (cytosine-5)-methyltransferase 1-like	interpro	family		PIRSF037404	GO:0003886,GO:0006346,GO:0005634
IPR017261	DNA mismatch repair protein MutS/MSH	interpro	family		PIRSF037677	GO:0030983,GO:0006298
IPR017299	DNA fragmentation factor 45	interpro	family		PIRSF037865	GO:0060703,GO:0006309
IPR017362	DNA-binding, RFXANK	interpro	family		PIRSF038034	
IPR017598	DNA phosphorothioation system sulfurtransferase DndC	interpro	family		TIGR03183	
IPR017599	DNA sulphur modification protein DndD	interpro	family		TIGR03185	
IPR017642	DNA sulphur modification protein DndB	interpro	family		cd16412,PF14072,TIGR03233	
IPR017645	DNA phosphorothioation-dependent restriction protein DptG	interpro	family		TIGR03236	
IPR017646	DNA phosphorothioation-dependent restriction protein DptH	interpro	family		TIGR03237	
IPR017647	DNA phosphorothioation-dependent restriction protein DptF	interpro	family		TIGR03238	
IPR017658	HhH-GPD-type base excision DNA repair protein	interpro	family		TIGR03252	
IPR017788	DnaA regulatory inactivator Hda	interpro	family		TIGR03420	GO:0032297
IPR017956	AT hook, DNA-binding motif	interpro	conserved_site		PF02178,SM00384,PR00929	GO:0003677
IPR017961	DNA polymerase, Y-family, little finger domain	interpro	domain		PF11799	GO:0003684,GO:0006281
IPR017964	DNA-directed DNA polymerase, family B, conserved site	interpro	conserved_site		PS00116	GO:0000166,GO:0003676
IPR017967	HMG box A DNA-binding domain, conserved site	interpro	conserved_site		PS00353	GO:0003677,GO:0005634
IPR017985	DNA methylase, N-4 cytosine-specific, conserved site	interpro	conserved_site		PS00093	GO:0003677,GO:0015667,GO:0009307
IPR018004	KilA/APSES-type HTH, DNA-binding	interpro	domain		SM01252,PF04383	
IPR018026	DNA repair protein Rad4-like	interpro	family		TIGR00605	
IPR018060	DNA binding HTH domain, AraC-type	interpro	domain		PF12833,PF00165,PS01124,SM00342	GO:0003700,GO:0043565,GO:0006355
IPR018078	DNA-binding, RecF, conserved site	interpro	conserved_site		PS00617,PS00618	GO:0003697,GO:0005524,GO:0006281
IPR018085	Uracil-DNA glycosylase, active site	interpro	active_site		PS00130	GO:0016799,GO:0006281
IPR018117	DNA methylase, C-5 cytosine-specific, active site	interpro	active_site		PS00094	
IPR018228	Deoxyribonuclease, TatD-related, conserved site	interpro	conserved_site		PS01137,PS01091,PS01090	
IPR018239	NAD-dependent DNA ligase, active site	interpro	active_site		PS01055	
IPR018253	DnaJ domain, conserved site	interpro	conserved_site		PS00636	
IPR018306	Bacteriophage T5, Orf172 DNA-binding	interpro	domain		SM00974,PF10544	
IPR018312	Chromosomal replication control, initiator DnaA, conserved site	interpro	conserved_site		PS01008	GO:0003677,GO:0003688,GO:0005524,GO:0006270,GO:0006275
IPR018320	DNA polymerase 1	interpro	family		TIGR00593	GO:0003887,GO:0006260
IPR018382	DNA polymerase III, psi subunit, subgroup	interpro	family		TIGR00664	GO:0003887,GO:0008408,GO:0006260
IPR018384	DNA-binding protein Tfx, euryarchaeota	interpro	family		MF_00620,PIRSF004932	GO:0003677
IPR018394	Cryptochrome/DNA photolyase class 1, conserved site, C-terminal	interpro	conserved_site		PS00394,PS00691	
IPR018473	Hermes trasposase, DNA-binding domain	interpro	domain		PF10683	
IPR018521	DNA topoisomerase I, active site	interpro	active_site		PS00176	GO:0003677,GO:0003917,GO:0006265
IPR018522	DNA topoisomerase, type IIA, conserved site	interpro	conserved_site		PS00177	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR018524	DNA/RNA non-specific endonuclease, active site	interpro	active_site		PS01070	GO:0003676,GO:0016787,GO:0046872
IPR018564	DNA replication checkpoint mediator, MRC1 domain	interpro	domain		PF09444	
IPR018583	Cotton leaf-curl disease, DNA-betaC1	interpro	domain		PF09593	
IPR018586	Brinker DNA-binding domain	interpro	domain		PF09607	
IPR018622	DNA damage checkpoint protein, Lcd1	interpro	family		PF09798	GO:0000077
IPR018640	Putative DNA-binding domain, bacteria	interpro	domain		PF09836	
IPR018647	Schlafen group 3-like, DNA/RNA helicase domain	interpro	domain		PF09848	
IPR018668	DNA-binding protein VF530-like	interpro	family		PF09905	GO:0003677
IPR018754	T6SS, Transcription factor RovC-like, DNA binding domain	interpro	domain		PF10074	
IPR018775	RNA repair pathway DNA polymerase beta	interpro	family		PTHR34817,PF10127	
IPR018779	Single-stranded-DNA-specific exonuclease RecJ, C-terminal	interpro	domain		PF10141	
IPR018815	Increased loss of mitochondrial DNA protein 1	interpro	family		PTHR28029,PF10311	
IPR018834	DNA/RNA-binding domain, Est1-type	interpro	domain		PF10373	
IPR018838	5'-3' DNA helicase ZGRF1-like, N-terminal domain	interpro	domain		PF10382	
IPR018873	KilA-N, DNA-binding domain	interpro	domain		PF10543	
IPR018906	DNA integrity scanning, DisA, linker region	interpro	domain		PF10635	
IPR018944	DNA polymerase lambda, fingers domain	interpro	domain		PF10391	GO:0003677,GO:0034061
IPR018961	DnaJ homologue, subfamily C, member 28, conserved domain	interpro	domain		PF09350	
IPR019038	DNA polymerase delta subunit 3	interpro	family		PF09507,PTHR17598	GO:0006260,GO:0005634,GO:0043625
IPR019447	DNA/RNA-binding protein Kin17, WH-like domain	interpro	domain		SM01253,PF10357	
IPR019462	DNA-directed RNA polymerase, beta subunit, external 1 domain	interpro	domain		PF10385	GO:0003899,GO:0006351
IPR019475	DNA primase, DnaB-helicase binding domain	interpro	domain		PF10410	GO:0016779
