Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
IPR011222	Double-stranded DNA virus, group I, capsid  Molecular Function	interpro	homologous_superfamily		SSF88648	GO:0005198,GO:0019028
IPR011257	DNA glycosylase  Molecular Function	interpro	homologous_superfamily		SSF48150	GO:0003824,GO:0006281
IPR011262	DNA-directed RNA polymerase, insert domain  Molecular Function	interpro	domain		PF01000	GO:0003899,GO:0046983,GO:0006351
IPR011263	DNA-directed RNA polymerase, RpoA/D/Rpb3-type  Molecular Function	interpro	domain		PF01193,SM00662	GO:0003899,GO:0006351
IPR011337	DNA mismatch repair MutH/Type II restriction enzyme Sau3AI  Molecular Function	interpro	domain		cd00583,SM00927,PF02976	GO:0003677,GO:0004519
IPR011344	Single-stranded DNA-binding protein  Molecular Function	interpro	family		PIRSF002070,TIGR00621,MF_00984,PTHR10302	GO:0003697,GO:0006260
IPR011539	Rel homology domain, DNA-binding domain  Molecular Function	interpro	domain		PS50254,PF00554	GO:0003677,GO:0003700,GO:0006355
IPR011557	DNA gyrase, subunit B  Molecular Function	interpro	family		MF_01898,TIGR01059	GO:0003677,GO:0003918,GO:0005524,GO:0006265,GO:0005694
IPR011564	Telomeric single stranded DNA binding POT1/Cdc13  Molecular Function	interpro	domain		SM00976,PF02765	GO:0003677,GO:0000723,GO:0000781
IPR011615	p53, DNA-binding domain  Molecular Function	interpro	domain		cd08367,PF00870	GO:0000976
IPR011708	Bacterial DNA polymerase III, alpha subunit, NTPase domain  Molecular Function	interpro	domain		PF07733	GO:0008408,GO:0006260
IPR011722	Hemimethylated DNA-binding domain  Molecular Function	interpro	domain		SM00992,PF08755,TIGR02097	GO:0003677
IPR011773	DNA-directed RNA polymerase, alpha subunit  Molecular Function	interpro	family		MF_00059,TIGR02027	GO:0003677,GO:0003899,GO:0006351
IPR011938	DNA recombination/repair protein RadA  Molecular Function	interpro	family		MF_00348,TIGR02236	GO:0003684,GO:0005524,GO:0008094,GO:0006281,GO:0006310
IPR011939	DNA repair and recombination protein RadB  Molecular Function	interpro	family		MF_00350,PIRSF003336,TIGR02237	GO:0003684,GO:0005524,GO:0006281,GO:0006310
IPR011941	DNA recombination/repair protein Rad51  Molecular Function	interpro	family		TIGR02239	GO:0000150,GO:0003690,GO:0003697,GO:0008094,GO:0000724,GO:1990426
IPR012092	8-oxoguanine DNA glycosylase/AP lyase Ogg  Molecular Function	interpro	family		PF22175,MF_00241,PIRSF005954	GO:0003906,GO:0016799,GO:0006281
IPR012112	DNA repair protein Rev1  Molecular Function	interpro	family		PIRSF036573	GO:0003684,GO:0016779,GO:0006281,GO:0042276
IPR012164	DNA-directed RNA polymerase subunit/transcription factor S  Molecular Function	interpro	family		PIRSF005586,PTHR11239	GO:0003899,GO:0006351
IPR012308	DNA ligase, ATP-dependent, N-terminal  Molecular Function	interpro	domain		PF04675	GO:0003677,GO:0003910,GO:0006281,GO:0006310
IPR012309	DNA ligase, ATP-dependent, C-terminal  Molecular Function	interpro	domain		PF04679	GO:0003910,GO:0006281,GO:0006310
IPR012310	DNA ligase, ATP-dependent, central  Molecular Function	interpro	domain		PS50160,PF01068	GO:0003910,GO:0005524,GO:0006281,GO:0006310
IPR012319	Formamidopyrimidine-DNA glycosylase, catalytic domain  Molecular Function	interpro	domain		PS51068,SM00898,PF01149	GO:0003906,GO:0008270,GO:0019104,GO:0006284
IPR012327	D12 class N6 adenine-specific DNA methyltransferase  Molecular Function	interpro	family		PTHR30481,TIGR00571,PR00505,PF02086	GO:0009007,GO:0009307
IPR012339	Bacteriophage T4, Gp32, single-stranded DNA-binding domain  Molecular Function	interpro	domain		PF08804	GO:0003697
IPR012346	p53/RUNT-type transcription factor, DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:2.60.40.720	GO:0003677,GO:0003700,GO:0006355,GO:0005634
IPR012724	Chaperone DnaJ  Molecular Function	interpro	family		MF_01152,TIGR02349	GO:0005524,GO:0051082,GO:0006457,GO:0009408
IPR012725	Chaperone DnaK  Molecular Function	interpro	family		MF_00332,TIGR02350	GO:0005524,GO:0051082,GO:0006457
IPR012754	DNA-directed RNA polymerase, subunit beta-prime, bacterial type  Molecular Function	interpro	family		MF_01322,TIGR02386	GO:0003677,GO:0003899,GO:0006351
IPR012755	DNA-directed RNA polymerase, subunit gamma  Molecular Function	interpro	family		TIGR02387	GO:0003677,GO:0003899,GO:0006351
IPR012756	DNA-directed RNA polymerase, subunit beta''  Molecular Function	interpro	family		MF_01324,TIGR02388	GO:0003677,GO:0003899,GO:0006351
IPR012757	DNA-directed RNA polymerase subunit Rpo1C  Molecular Function	interpro	family		cd06528,MF_00411,TIGR02389	GO:0003677,GO:0003899,GO:0006351
IPR012758	DNA-directed RNA polymerase subunit Rpo1N  Molecular Function	interpro	family		cd02582,MF_00863,TIGR02390	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR012763	DNA polymerase III, subunit gamma/ tau, N-terminal  Molecular Function	interpro	domain		TIGR02397	GO:0003887,GO:0005524,GO:0006260,GO:0009360
IPR012904	8-oxoguanine DNA glycosylase, N-terminal  Molecular Function	interpro	domain		PF07934	GO:0003684,GO:0008534,GO:0006289
IPR013030	DNA topoisomerase I, DNA binding, N-terminal domain 2  Molecular Function	interpro	homologous_superfamily		G3DSA:2.170.11.10	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR013034	DNA topoisomerase I, DNA binding, N-terminal domain 1  Molecular Function	interpro	homologous_superfamily		G3DSA:1.10.10.41	GO:0003917,GO:0006265
IPR013049	Spo11/DNA topoisomerase VI, subunit A, N-terminal  Molecular Function	interpro	domain		PF04406	GO:0003677,GO:0003824,GO:0005524,GO:0006259,GO:0005694
IPR013159	Chromosomal replication initiator, DnaA C-terminal  Molecular Function	interpro	domain		cd06571,SM00760,PF08299	GO:0005524,GO:0043565,GO:0006270,GO:0006275
IPR013173	DNA primase DnaG, DnaB-binding domain  Molecular Function	interpro	domain		PF08278,SM00766	GO:0003896,GO:0006269
IPR013237	Bacteriophage T7, Gp4, DNA primase/helicase, N-terminal  Molecular Function	interpro	domain		SM00778,PF08273	GO:0003896,GO:0004386,GO:0008270
IPR013263	DNA topoisomerase I, zinc ribbon-like, bacterial-type  Molecular Function	interpro	domain		PF08272	GO:0003677,GO:0003917,GO:0006265
IPR013497	DNA topoisomerase, type IA, central  Molecular Function	interpro	domain		PR00417,cd00186,PF01131	GO:0003677,GO:0003916,GO:0006265
IPR013498	DNA topoisomerase, type IA, zn finger  Molecular Function	interpro	domain		PF01396	GO:0003677,GO:0003916,GO:0006265,GO:0005694
IPR013499	DNA topoisomerase I, eukaryotic-type  Molecular Function	interpro	domain		SM00435	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR013500	DNA topoisomerase I, catalytic core, eukaryotic-type  Molecular Function	interpro	domain		cd00659,PF01028	GO:0003677,GO:0003917,GO:0006265
IPR013506	DNA topoisomerase, type IIA, subunit B, domain 2  Molecular Function	interpro	domain		PF00204	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR013507	DNA mismatch repair protein, S5 domain 2-like  Molecular Function	interpro	domain		SM01340,PF01119	GO:0005524,GO:0030983,GO:0006298
IPR013617	DNA-directed DNA polymerase, family B, viral insert domain  Molecular Function	interpro	domain		PF08408	GO:0003887
IPR013660	DNA polymerase B exonuclease, N-terminal  Molecular Function	interpro	domain		PF08452	GO:0003887
IPR013697	DNA polymerase epsilon, catalytic subunit A, C-terminal  Molecular Function	interpro	domain		SM01159,PF08490	GO:0003887,GO:0008270,GO:0006260,GO:0005634
IPR013725	DNA replication factor RFC1, C-terminal  Molecular Function	interpro	domain		PF08519	GO:0003689,GO:0005524,GO:0006260,GO:0005663
IPR013757	DNA topoisomerase, type IIA, alpha-helical domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:1.10.268.10	GO:0003677,GO:0003918,GO:0005524
IPR013758	DNA topoisomerase, type IIA, domain A, alpha-beta  Molecular Function	interpro	homologous_superfamily		G3DSA:3.90.199.10	GO:0003677,GO:0003918,GO:0005524,GO:0006259,GO:0006265
IPR013759	DNA topoisomerase, type IIA, subunit B, C-terminal  Molecular Function	interpro	homologous_superfamily		G3DSA:3.40.50.670	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR013760	DNA topoisomerase, type IIA-like domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF56719	GO:0003918,GO:0005524
IPR013765	DNA recombination and repair protein RecA  Molecular Function	interpro	family		PTHR45900,MF_00268,TIGR02012,PR00142	GO:0003697,GO:0005524,GO:0006281
IPR013795	DNA/RNA-binding protein Alba  Molecular Function	interpro	family		MF_01122,PIRSF028732,TIGR00285	GO:0003677,GO:0003723
IPR013801	STAT transcription factor, DNA-binding  Molecular Function	interpro	domain		PF02864	GO:0003677
IPR013839	NAD-dependent DNA ligase, adenylation  Molecular Function	interpro	domain		cd00114,PF01653	GO:0003911
IPR013840	NAD-dependent DNA ligase, N-terminal  Molecular Function	interpro	domain		SM00532	GO:0003911
IPR013849	DNA helicase, Holliday junction RuvA type, domain I, bacterial  Molecular Function	interpro	domain		PF01330	GO:0005524,GO:0009378,GO:0006281,GO:0006310
IPR014000	DNA helicase E1, N-terminal, Papillomavirus  Molecular Function	interpro	domain		PF00524	GO:0016817
IPR014017	UvrD-like DNA helicase, C-terminal  Molecular Function	interpro	domain		PF13361,PS51217	GO:0005524,GO:0016787
IPR014048	Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding  Molecular Function	interpro	domain		cd06445,TIGR00589,PF01035	GO:0003824,GO:0006281
IPR014052	DNA primase, small subunit, eukaryotic/archaeal  Molecular Function	interpro	family		cd04860,TIGR00335	GO:0003896,GO:0006269
IPR014140	DNA helicase subunit AddB  Molecular Function	interpro	family		TIGR02773,MF_01452	GO:0016788,GO:0000724
IPR014141	DNA helicase subunit RexB  Molecular Function	interpro	family		TIGR02774,MF_01453	GO:0016788,GO:0016817
IPR014381	DNA-directed RNA polymerase subunit Rpo5/Rpb5  Molecular Function	interpro	family		MF_00025,PIRSF000747,PTHR10535	GO:0003899
IPR014382	DNA-directed DNA polymerase, family B, adenovirus  Molecular Function	interpro	family		PIRSF000788,MF_04055	GO:0003887,GO:0039693
IPR014416	DNA-directed DNA polymerase, family B, phi29-like virus  Molecular Function	interpro	family		PIRSF004178	GO:0001882,GO:0003887,GO:0039693
IPR014711	DNA topoisomerase I, catalytic core, alpha-helical subdomain, eukaryotic-type  Molecular Function	interpro	homologous_superfamily		G3DSA:3.90.15.10	GO:0003677,GO:0003917,GO:0006265
IPR014727	DNA topoisomerase I, catalytic core, alpha/beta subdomain  Molecular Function	interpro	homologous_superfamily		G3DSA:1.10.132.10	GO:0003677,GO:0003917,GO:0006265,GO:0005694
IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha  Molecular Function	interpro	domain		PF08996	GO:0003887,GO:0006260
IPR015094	Integrase, lambda-type, N-terminal DNA-binding  Molecular Function	interpro	domain		PF09003	GO:0003677,GO:0008907,GO:0015074
IPR015095	Alkylated DNA repair protein AlkB, homologue 8, N-terminal  Molecular Function	interpro	domain		PF09004	GO:0008168,GO:0016706
IPR015199	DNA polymerase III, delta subunit, C-terminal  Molecular Function	interpro	domain		PF09115	GO:0003677,GO:0003887,GO:0006260,GO:0009360
IPR015254	N-glycosylase/DNA lyase-like  Molecular Function	interpro	family		PF09171	GO:0003906,GO:0016799
IPR015280	Rap1, DNA-binding domain  Molecular Function	interpro	domain		PF09197	GO:0003677
IPR015281	DNA beta-glucosyltransferase, bacteriophage  Molecular Function	interpro	family		PF09198	GO:0033821,GO:0099018
IPR015311	DNA fragmentation factor 40, C-terminal  Molecular Function	interpro	domain		PF09230	GO:0016787,GO:0006309,GO:0005634,GO:0005737
IPR015320	DNA topoisomerase VI, subunit B, transducer  Molecular Function	interpro	domain		cd00823,PF09239	GO:0003677,GO:0003918,GO:0006265
IPR015346	DNA topoisomerase I, N-terminal, viral  Molecular Function	interpro	domain		PF09266	GO:0003677,GO:0003916,GO:0006265
IPR015350	Beta-trefoil DNA-binding domain  Molecular Function	interpro	domain		SM01268,PF09270	GO:0000978,GO:0006357
IPR015351	RBP-J/Cbf11/Cbf12, DNA binding  Molecular Function	interpro	domain		SM01267,PF09271	GO:0003677,GO:0003700,GO:0006355,GO:0005634
IPR015637	Uracil DNA glycosylase family 2  Molecular Function	interpro	family		PTHR12159,cd10028	GO:0000700,GO:0006285
IPR015646	Nuclear factor of activated T-cells 5, Rel homology domain, DNA-binding domain  Molecular Function	interpro	domain		cd07882	GO:0000978
IPR015712	DNA-directed RNA polymerase, subunit 2  Molecular Function	interpro	family		cd00653,PTHR20856	GO:0003899,GO:0032549,GO:0006351
IPR015833	DNA-directed DNA polymerase, family B, mitochondrial linear plasmid  Molecular Function	interpro	family		PIRSF006517	GO:0003677,GO:0003887,GO:0006260,GO:0005739
IPR015886	DNA glycosylase/AP lyase, H2TH DNA-binding  Molecular Function	interpro	domain		SM01232,PF06831	GO:0003684,GO:0003906,GO:0008270,GO:0016799,GO:0006284
IPR015887	DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site  Molecular Function	interpro	binding_site		PS01242	GO:0003677,GO:0003906,GO:0008270,GO:0016799,GO:0006281
IPR016059	DNA ligase, ATP-dependent, conserved site  Molecular Function	interpro	conserved_site		PS00333,PS00697	GO:0003909
IPR016151	DNA mismatch repair protein MutS, N-terminal  Molecular Function	interpro	homologous_superfamily		G3DSA:3.40.1170.10,SSF55271	GO:0005524,GO:0030983,GO:0006298
IPR016177	DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF54171	GO:0003677
IPR016202	Deoxyribonuclease I  Molecular Function	interpro	family		SM00476,PIRSF000988,PR00130	GO:0004536,GO:0006308
IPR016266	DNA polymerase epsilon, subunit B  Molecular Function	interpro	family		PIRSF000799,PTHR12708	GO:0003677,GO:0006261,GO:0008622
IPR016306	DNA ligase, bacteriophage T7-type  Molecular Function	interpro	family		PIRSF001600	GO:0003910,GO:0006266
IPR016411	Single-stranded DNA-binding protein, bacteriophage T7  Molecular Function	interpro	family		MF_04153,PIRSF004311	GO:0003677
IPR016413	Bacteriophage T4, DenA, endonuclease II  Molecular Function	interpro	family		PIRSF004362	GO:0004519,GO:0046872
IPR016544	N-glycosylase/DNA lyase  Molecular Function	interpro	family		MF_01168,PIRSF008955	GO:0000702,GO:0003906,GO:0006284
IPR016587	DNA damage checkpoint control protein Rad17  Molecular Function	interpro	family		PIRSF011769	GO:0003684,GO:0003690,GO:0000077,GO:0006302,GO:0007131,GO:0030896
IPR016644	T-DNA border endonuclease virD2  Molecular Function	interpro	family		PIRSF016095	GO:0004520,GO:0051819
IPR017198	DNA (cytosine-5)-methyltransferase 1-like  Molecular Function	interpro	family		PIRSF037404	GO:0003886,GO:0006346,GO:0005634
IPR017261	DNA mismatch repair protein MutS/MSH  Molecular Function	interpro	family		PIRSF037677	GO:0030983,GO:0006298
IPR017299	DNA fragmentation factor 45  Molecular Function	interpro	family		PIRSF037865	GO:0060703,GO:0006309
IPR017956	AT hook, DNA-binding motif  Molecular Function	interpro	conserved_site		PF02178,SM00384,PR00929	GO:0003677
IPR017961	DNA polymerase, Y-family, little finger domain  Molecular Function	interpro	domain		PF11799	GO:0003684,GO:0006281
IPR017964	DNA-directed DNA polymerase, family B, conserved site  Molecular Function	interpro	conserved_site		PS00116	GO:0000166,GO:0003676
IPR017967	HMG box A DNA-binding domain, conserved site  Molecular Function	interpro	conserved_site		PS00353	GO:0003677,GO:0005634
IPR017985	DNA methylase, N-4 cytosine-specific, conserved site  Molecular Function	interpro	conserved_site		PS00093	GO:0003677,GO:0015667,GO:0009307
IPR018060	DNA binding HTH domain, AraC-type  Molecular Function	interpro	domain		PF12833,PF00165,PS01124,SM00342	GO:0003700,GO:0043565,GO:0006355
IPR018078	DNA-binding, RecF, conserved site  Molecular Function	interpro	conserved_site		PS00617,PS00618	GO:0003697,GO:0005524,GO:0006281
IPR018085	Uracil-DNA glycosylase, active site  Molecular Function	interpro	active_site		PS00130	GO:0016799,GO:0006281
IPR018312	Chromosomal replication control, initiator DnaA, conserved site  Molecular Function	interpro	conserved_site		PS01008	GO:0003677,GO:0003688,GO:0005524,GO:0006270,GO:0006275
IPR018320	DNA polymerase 1  Molecular Function	interpro	family		TIGR00593	GO:0003887,GO:0006260
IPR018382	DNA polymerase III, psi subunit, subgroup  Molecular Function	interpro	family		TIGR00664	GO:0003887,GO:0008408,GO:0006260
IPR018384	DNA-binding protein Tfx, euryarchaeota  Molecular Function	interpro	family		MF_00620,PIRSF004932	GO:0003677
IPR018521	DNA topoisomerase I, active site  Molecular Function	interpro	active_site		PS00176	GO:0003677,GO:0003917,GO:0006265
IPR018522	DNA topoisomerase, type IIA, conserved site  Molecular Function	interpro	conserved_site		PS00177	GO:0003677,GO:0003918,GO:0005524,GO:0006265
IPR018524	DNA/RNA non-specific endonuclease, active site  Molecular Function	interpro	active_site		PS01070	GO:0003676,GO:0016787,GO:0046872
IPR018668	DNA-binding protein VF530-like  Molecular Function	interpro	family		PF09905	GO:0003677
IPR018944	DNA polymerase lambda, fingers domain  Molecular Function	interpro	domain		PF10391	GO:0003677,GO:0034061
IPR019462	DNA-directed RNA polymerase, beta subunit, external 1 domain  Molecular Function	interpro	domain		PF10385	GO:0003899,GO:0006351
IPR019475	DNA primase, DnaB-helicase binding domain  Molecular Function	interpro	domain		PF10410	GO:0016779
IPR019760	DNA-directed DNA polymerase, family A, conserved site  Molecular Function	interpro	conserved_site		PS00447	GO:0003887,GO:0006260
IPR019843	DNA polymerase family X, binding site  Molecular Function	interpro	binding_site		PS00522	GO:0016779
IPR019969	DNA-directed RNA polymerase subunit Rpo2  Molecular Function	interpro	family		TIGR03670	GO:0003677,GO:0003899,GO:0008270,GO:0006351
IPR020045	DNA polymerase I-like, H3TH domain  Molecular Function	interpro	domain		cd09898,PF01367	GO:0003677,GO:0003824
IPR020448	Maltose fermentation regulatory protein, DNA-binding domain  Molecular Function	interpro	domain		PR00054	GO:0000981,GO:0003677,GO:0008270,GO:0006355,GO:0005634
IPR020563	Crossover junction endodeoxyribonuclease RuvC, magnesium-binding site  Molecular Function	interpro	binding_site		PS01321	GO:0008821
IPR020584	DNA recombination/repair protein RecA, conserved site  Molecular Function	interpro	conserved_site		PS00321	GO:0003677,GO:0005524,GO:0008094,GO:0006259
IPR020587	DNA recombination and repair protein RecA, monomer-monomer interface  Molecular Function	interpro	domain		PS50163	GO:0003677,GO:0005524,GO:0008094,GO:0006259
IPR020588	DNA recombination and repair protein RecA-like, ATP-binding domain  Molecular Function	interpro	domain		PS50162	GO:0003677,GO:0005524,GO:0140664,GO:0006281
IPR020604	CTF transcription factor/nuclear factor 1, DNA-binding domain  Molecular Function	interpro	domain		PS51080	GO:0003700,GO:0006355,GO:0005634
IPR020607	DNA primase DnaG, archaea  Molecular Function	interpro	family		MF_00007	GO:0003896,GO:0008143,GO:0000178
IPR020629	Formamidopyrimidine-DNA glycosylase  Molecular Function	interpro	family		MF_00103,TIGR00577	GO:0003906,GO:0008270,GO:0008534,GO:0006281
IPR020708	DNA-directed RNA polymerase, 14-18kDa subunit, conserved site  Molecular Function	interpro	conserved_site		PS01111	GO:0003677,GO:0003899,GO:0006351
IPR020816	Histone-like DNA-binding protein, conserved site  Molecular Function	interpro	conserved_site		PS00045	GO:0003677
IPR020900	Arginine repressor, DNA-binding domain  Molecular Function	interpro	domain		PF01316	GO:0003700,GO:0006355,GO:0006525
IPR020906	Double-stranded DNA-binding Cren7  Molecular Function	interpro	family		PF11520,MF_01387	GO:0003690,GO:0005737
IPR020923	DNA ligase B  Molecular Function	interpro	family		MF_01587	GO:0003911,GO:0006259,GO:0006260
IPR021029	DNA polymerase III, tau subunit, domain V  Molecular Function	interpro	domain		PF12170	GO:0003887
IPR021170	DnaJ homologue subfamily C member 10  Molecular Function	interpro	family		PIRSF037293	GO:0015036,GO:0034975,GO:0005783
IPR021536	DNA ligase IV domain  Molecular Function	interpro	domain		PF11411	GO:0003910
IPR021639	DNA polymerase catalytic subunit Pol, C-terminal  Molecular Function	interpro	domain		PF11590	GO:0003887,GO:0004523
IPR021668	Telomere-length maintenance and DNA damage repair  Molecular Function	interpro	domain		SM01342,PF11640	GO:0004674
IPR022312	DNA polymerase family X  Molecular Function	interpro	family		PTHR11276,PR00869	GO:0003677,GO:0003887,GO:0006281
IPR022634	DNA polymerase III, beta sliding clamp, N-terminal  Molecular Function	interpro	domain		PF00712	GO:0003677,GO:0003887,GO:0008408,GO:0006260,GO:0009360
IPR022635	DNA polymerase III, beta sliding clamp, C-terminal  Molecular Function	interpro	domain		PF02768	GO:0003677,GO:0003887,GO:0008408,GO:0006260,GO:0009360
IPR022637	DNA polymerase III, beta sliding clamp, central  Molecular Function	interpro	domain		PF02767	GO:0003887,GO:0008408,GO:0006260,GO:0009360
IPR022754	DNA polymerase III, gamma subunit, domain III  Molecular Function	interpro	domain		PF12169	GO:0003887
IPR022842	DNA-directed RNA polymerase subunit Rpo3/Rpb3/RPAC1  Molecular Function	interpro	family		MF_00320	GO:0003899,GO:0006351
IPR022865	DNA ligase, ATP-dependent, bacterial/archaeal  Molecular Function	interpro	family		MF_00407	GO:0003910
IPR022880	DNA polymerase IV  Molecular Function	interpro	family		cd03586,MF_01113	GO:0003887
IPR022905	DNA-directed RNA polymerase subunit Rpo11-like  Molecular Function	interpro	family		MF_00261	GO:0003899,GO:0006351
IPR022965	ATP-dependent DNA helicase Hel308  Molecular Function	interpro	family		MF_00442	GO:0004386
IPR023067	DNA protection during starvation protein, gammaproteobacteria  Molecular Function	interpro	family		MF_01441	GO:0016722
IPR023073	DNA polymerase, error-prone  Molecular Function	interpro	family		MF_01902	GO:0003887
IPR023188	DNA-binding protein Dps, conserved site  Molecular Function	interpro	conserved_site		PS00819,PS00818	GO:0016722
IPR023278	Ethylene insensitive 3-like protein, DNA-binding domain superfamily  Molecular Function	interpro	homologous_superfamily		SSF116768,G3DSA:1.10.3180.10	GO:0003700,GO:0005634
IPR023406	DNA topoisomerase, type IA, active site  Molecular Function	interpro	active_site		PS00396	GO:0003917
IPR023464	DNA-directed RNA polymerase subunit Rpo12  Molecular Function	interpro	family		MF_00615	GO:0003677,GO:0003899,GO:0006351
IPR023502	G/U mismatch-specific DNA glycosylase MUG, bacterial  Molecular Function	interpro	family		MF_01956	GO:0000700,GO:0006285
IPR023546	Methylated-DNA--protein-cysteine methyltransferase  Molecular Function	interpro	family		MF_00772	GO:0003824,GO:0006281
IPR023639	DNA primase small subunit PriS  Molecular Function	interpro	family		MF_00700	GO:0003896
IPR023642	DNA primase large subunit PriL  Molecular Function	interpro	family		cd06560,MF_00701	GO:0003896
IPR024061	NDT80 DNA-binding domain  Molecular Function	interpro	domain		PF05224,PS51517	GO:0003677
IPR024075	DNA-directed RNA polymerase, helix hairpin domain superfamily  Molecular Function	interpro	homologous_superfamily		G3DSA:1.10.287.260	GO:0003899
IPR024911	DNA gyrase inhibitor GyrI  Molecular Function	interpro	family		MF_01896	GO:0008657
IPR024918	3'-5' ssDNA/RNA exonuclease TatD  Molecular Function	interpro	family		MF_00901	GO:0008408
IPR025382	CD-NTase associated protein 4-like, DNA endonuclease domain  Molecular Function	interpro	domain		PF14130	GO:0004518
IPR025830	DNA-binding domain, ovate family-like  Molecular Function	interpro	domain		PF13724	GO:0003677
IPR025898	Tc3 transposase, DNA binding domain  Molecular Function	interpro	domain		PF11427	GO:0003677
IPR026213	DNA-directed RNA polymerase II subunit GRINL1  Molecular Function	interpro	family		PR02085,PF15328	GO:0003711,GO:0006368,GO:0005634
IPR026577	Replication modulator SeqA, C-terminal DNA-binding domain  Molecular Function	interpro	domain		PF03925	GO:0003677
IPR026697	Dynein axonemal assembly factor 6  Molecular Function	interpro	family		PTHR21083	GO:0051087,GO:0070286
IPR026851	DNA replication ATP-dependent helicase/nuclease Dna2/JHS1, DEXXQ-box helicase domain  Molecular Function	interpro	domain		cd18041	GO:0017116
IPR027249	DNA-directed DNA/RNA polymerase mu  Molecular Function	interpro	family		PIRSF501176	GO:0003887,GO:0006281,GO:0005634
IPR027292	DNA nucleotidylexotransferase (TdT)  Molecular Function	interpro	family		PIRSF501175	GO:0003912
IPR027444	DNA-binding protein H-NS-like, C-terminal domain  Molecular Function	interpro	domain		SM00528,PF00816	GO:0003677
IPR028088	Helix-turn-helix DNA-binding domain of Spt6  Molecular Function	interpro	domain		PF14641	GO:0003677
IPR028363	DNA-directed RNA polymerase, subunit RPB6  Molecular Function	interpro	family		PIRSF500154	GO:0003899,GO:0006351,GO:0005634,GO:0005665
IPR028612	DNA topoisomerase I, type IA  Molecular Function	interpro	family		MF_00952	GO:0003677,GO:0003916,GO:0006265
IPR028727	Chromodomain-helicase-DNA-binding protein 5, DEAH-box helicase domain  Molecular Function	interpro	domain		cd18057	GO:0005524
IPR028880	ATP-dependent DNA helicase Rrm3  Molecular Function	interpro	family		MF_03177	GO:0003678,GO:0000723,GO:0006260,GO:0005657
IPR029703	DNA polymerase epsilon catalytic subunit  Molecular Function	interpro	family		PTHR10670	GO:0003677,GO:0003887,GO:0006260,GO:0006281,GO:0008622
IPR029710	DNA ligase 4  Molecular Function	interpro	family		PTHR45997	GO:0003677,GO:0003910,GO:0005524,GO:0006281,GO:0051103
IPR029839	Signal transducer and activator of transcription 4, DNA-binding domain  Molecular Function	interpro	domain		cd16848	GO:0003700
IPR030094	AT-rich interactive domain-containing protein 1A, ARID/BRIGHT DNA binding domain  Molecular Function	interpro	domain		cd16876	GO:0003677
IPR030488	DNA (cytosine-5)-methyltransferase 3B, ADD domain  Molecular Function	interpro	domain		cd11728	GO:0009008,GO:0010468
IPR030548	DNA repair protein RAD51 homologue 2  Molecular Function	interpro	family		PTHR46456	GO:0003677,GO:0000724,GO:0006281,GO:0033063
IPR030846	DNA primase DnaG, bacteria  Molecular Function	interpro	family		PIRSF002811,MF_00974	GO:0003896,GO:0008270,GO:0006269
IPR031047	DNA helicase INO80, DEAQ-box helicase domain  Molecular Function	interpro	domain		cd18002	GO:0005524,GO:0140658,GO:0006281,GO:0006338,GO:0006351,GO:0005634,GO:0031011
IPR031053	Chromodomain-helicase-DNA-binding protein 1-like  Molecular Function	interpro	family		PTHR47157	GO:0003678,GO:0006281,GO:0006338
IPR031531	Dynein axonemal assembly factor 8  Molecular Function	interpro	family		PTHR35977,PF15773	GO:0070840
IPR032042	Protection of telomeres protein 1, ssDNA-binding domain  Molecular Function	interpro	domain		PF16686	GO:0043047
IPR032200	Transcription factor COE, DNA-binding domain  Molecular Function	interpro	domain		cd11606,PF16422	GO:0003677
IPR032355	SATB, CUT1-like DNA-binding domain  Molecular Function	interpro	domain		PS51983,PF16557	GO:0003677
IPR032642	DNA mismatch repair protein Msh2, ATP-binding cassette domain  Molecular Function	interpro	domain		cd03285	GO:0005524
IPR032854	Alkylated DNA repair protein alkB homologue 3  Molecular Function	interpro	family		PTHR31212	GO:0051213,GO:0006281,GO:0006307
IPR033246	DNA-binding protein BIN4  Molecular Function	interpro	family		PTHR34810	GO:0003690,GO:0042023,GO:0009330
IPR033312	DNA damage-binding protein 2  Molecular Function	interpro	family		PTHR15169	GO:0003684,GO:0006281,GO:0005634,GO:0080008
IPR033685	DNA primase  Molecular Function	interpro	family		MF_04011	GO:0003896,GO:0039686
IPR033787	ssDNA-binding protein ThermoDBP  Molecular Function	interpro	domain		PF18361,cd11603	GO:0003697
IPR033901	DNA-directed RNA polymerases I and III subunit AC40  Molecular Function	interpro	family		cd07032	GO:0001054,GO:0001056
IPR034678	DNA-directed RNA polymerase subunit RpoC1  Molecular Function	interpro	family		MF_01323	GO:0003899,GO:0006351
