Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
PF13482	RNase_H superfamily	pfam	domain	IPR038720		
PF13563	2'-5' RNA ligase superfamily	pfam	family			
PF13603	Leucyl-tRNA synthetase, editing domain	pfam	domain	IPR025709		
PF13636	RNA-binding PUA-like domain of methyltransferase RsmF	pfam	family	IPR027391		
PF13656	RNA polymerase Rpb3/Rpb11 dimerisation domain	pfam	domain	IPR009025		
PF13691	tRNase Z endonuclease	pfam	domain	IPR027794		
PF13725	Possible tRNA binding domain	pfam	family	IPR027992		
PF13735	tRNA nucleotidyltransferase domain 2 putative	pfam	domain	IPR032810		
PF13742	OB-fold nucleic acid binding domain	pfam	domain	IPR025824		
PF13794	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)-like	pfam	domain			
PF13893	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	pfam	domain			
PF13929	mRNA stabilisation	pfam	family	IPR025210		
PF13930	DNA/RNA non-specific endonuclease	pfam	domain	IPR044927		
PF13932	tRNA modifying enzyme MnmG/GidA C-terminal helical bundle	pfam	domain	IPR026904		
PF13965	dsRNA-gated channel SID-1	pfam	family	IPR025958		
PF14077	Alternative WD40 repeat motif	pfam	family	IPR026987		
PF14159	CAAD domains of cyanobacterial aminoacyl-tRNA synthetase	pfam	domain	IPR025564		
PF14318	Mononegavirales mRNA-capping region V	pfam	domain	IPR026890		
PF14372	hAT-like transposase, RNase-H fold	pfam	domain	IPR025525		
PF14384	BrnA antitoxin of type II toxin-antitoxin system	pfam	domain	IPR025528		
PF14389	Leucine-zipper of ternary complex factor MIP1	pfam	family	IPR025757		
PF14419	AF2226-like SPOUT RNA Methylase fused to THUMP	pfam	family	IPR025849		
PF14500	Dos2-interacting transcription regulator of RNA-Pol-II	pfam	domain	IPR029240		
PF14605	Nup53/35/40-type RNA recognition motif	pfam	domain			
PF14608	RNA-binding, Nab2-type zinc finger	pfam	domain			
PF14626	Zc3h12a-like Ribonuclease NYN domain	pfam	family	IPR028079		
PF14700	DNA-directed RNA polymerase N-terminal	pfam	domain	IPR029262		
PF14709	double strand RNA binding domain from DEAD END PROTEIN 1	pfam	domain			
PF14795	Leucine-tRNA synthetase-specific domain	pfam	domain	IPR023356		
PF14809	C1 domain of tRNA-guanine transglycosylase dimerisation	pfam	domain	IPR032729		
PF14810	Patch-forming domain C2 of tRNA-guanine transglycosylase	pfam	domain	IPR029402		
PF14929	TAF RNA Polymerase I subunit A	pfam	repeat	IPR039495		
PF15247	Histone RNA hairpin-binding protein RNA-binding domain	pfam	family	IPR029344		
PF15320	mRNA cap methylation, RNMT-activating mini protein	pfam	family	IPR028271		
PF15497	snRNA-activating protein complex subunit 19, SNAPc subunit 19	pfam	family	IPR029138		
PF15500	Putative RNase-like toxin, toxin_1	pfam	family	IPR029137		
PF15608	PELOTA RNA binding domain	pfam	domain	IPR028157		
PF15777	Tryptophan RNA-binding attenuator protein inhibitory protein	pfam	domain	IPR031538		
PF15801	zf-MYND-like zinc finger, mRNA-binding	pfam	domain	IPR031615		
PF15933	Antitoxin to bacterial toxin RNase LS or RnlA	pfam	family	IPR031834		
PF15935	RNase LS, bacterial toxin	pfam	domain	IPR031845		
PF16005	KH-like RNA-binding domain	pfam	domain	IPR031952		
PF16198	tRNA pseudouridylate synthase B C-terminal domain	pfam	family	IPR032819		
PF16367	RNA recognition motif	pfam	domain	IPR000504		
PF16520	ssRNA-binding matrix protein of Bornaviridae	pfam	domain	IPR032414		
PF16529	WD40 region of Ge1, enhancer of mRNA-decapping protein	pfam	repeat	IPR032401		
PF16541	Alternaria alternata allergen 1	pfam	domain	IPR032382		
PF16575	mRNA cleavage and polyadenylation factor CLP1 P-loop	pfam	domain	IPR032319		
PF16598	Linker region of enhancer of mRNA-decapping protein 3	pfam	family			
PF16714	Tyrosyl-tRNA synthetase C-terminal domain	pfam	domain	IPR032005		
PF16741	mRNA-decapping enzyme C-terminus	pfam	domain	IPR031953		
PF16780	AIMP2 lysyl-tRNA synthetase binding domain	pfam	domain	IPR031889		
PF16835	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)	pfam	domain	IPR031781		
PF16837	Pre-mRNA-splicing factor SF3A3, of SF3a complex, Prp9	pfam	domain	IPR031774		
PF16842	Occluded RNA-recognition motif	pfam	domain	IPR031766		
PF16852	Herpes viral adaptor-to-host cellular mRNA binding domain	pfam	conserved_site	IPR031752		
PF16857	RNA polymerase inhibitor	pfam	domain	IPR016412		
PF16953	Protein-only RNase P	pfam	domain	IPR031595		
PF16958	Pre-mRNA-splicing factor PRP9 N-terminus	pfam	domain	IPR031590		
PF16969	RNA-binding signal recognition particle 68	pfam	family	IPR026258		
PF16992	DNA-directed RNA polymerase, subunit G	pfam	family	IPR031555		
PF16995	Transmembrane region of lysyl-tRNA synthetase	pfam	family	IPR031553		
PF17125	N-terminal domain of 16S rRNA methyltransferase RsmF	pfam	domain	IPR031341		
PF17126	RsmF rRNA methyltransferase first C-terminal domain	pfam	domain	IPR031340		
PF17176	tRNA-binding domain	pfam	domain	IPR033442		
PF17208	RNA binding Region	pfam	family	IPR033763		
PF17288	Terminase RNAseH like domain	pfam	domain	IPR035413		
PF17289	Terminase RNaseH-like domain	pfam	domain	IPR035421		
PF17331	GFD1 mRNA transport factor	pfam	conserved_site	IPR020401		
PF17469	Gp68-like predicted RNA polymerase component	pfam	family	IPR035343		
PF17485	Satellite RNA 48 kDa protein	pfam	family	IPR035312		
PF17587	Discriminator of mRNA degradation	pfam	family	IPR035137		
PF17654	Selenocysteine tRNA 1 associated proteins	pfam	family	IPR041085		
PF17738	DUF5575 central RNaseH like domain	pfam	domain	IPR048315		
PF17759	Phenylalanyl tRNA synthetase beta chain CLM domain	pfam	domain	IPR041616		
PF17770	Ribonuclease J C-terminal domain	pfam	domain	IPR041636		
PF17774	Putative RNA-binding domain in YlmH	pfam	domain	IPR040591		
PF17842	Double-stranded RNA binding domain 2	pfam	domain	IPR040870		
PF17875	RPA43 OB domain in RNA Pol I	pfam	domain	IPR041178		
PF17917	RNase H-like domain found in reverse transcriptase	pfam	domain	IPR041373		
PF17919	RNase H-like domain found in reverse transcriptase	pfam	domain	IPR041577		
PF18006	O-phosphoseryl-tRNA synthetase C-terminal domain	pfam	domain	IPR041590		
PF18043	T4 RNA ligase 2 C-terminal	pfam	domain	IPR040609		
PF18093	tRNA methyltransferase 5 N-terminal domain	pfam	domain	IPR040601		
PF18141	RNA helicase UPF1, 1B domain	pfam	domain	IPR040812		
PF18143	HAD domain in Swiss Army Knife RNA repair proteins	pfam	family			
PF18260	Nuclear polyadenylated RNA-binding 2 protein CCCH zinc finger 1	pfam	domain	IPR041044		
PF18262	Phe-tRNA synthetase beta subunit B1 domain	pfam	domain	IPR040659		
PF18297	NFACT protein RNA binding domain	pfam	domain			
PF18431	Bacterial CdiA-CT RNAse A domain	pfam	domain	IPR041436		
PF18444	RNA recognition motif	pfam	domain	IPR040736		
PF18466	Glutamate--tRNA ligase N-terminal domain	pfam	domain	IPR041103		
PF18490	tRNA-binding domain	pfam	domain	IPR041293		
PF18497	Ribonuclease III N-terminal domain	pfam	domain	IPR040540		
PF18528	RNA editing 3' terminal uridylyl transferase 2 middle domain	pfam	domain	IPR041060		
PF18614	RNase II-type exonuclease C-terminal S1 domain	pfam	domain	IPR040596		
PF18664	CdiA C-terminal tRNase domain	pfam	domain	IPR041620		
PF18809	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease1	pfam	domain	IPR041092		
PF18810	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease2	pfam	domain	IPR041110		
PF18812	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease3	pfam	domain	IPR041301		
PF18813	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease4	pfam	domain	IPR041420		
PF18814	phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease5	pfam	domain	IPR040998		
PF18869	RnaseLS-like HEPN	pfam	family	IPR040975		
PF18981	Internalin K domain (D3/D4)	pfam	domain	IPR044056		
PF19034	RNase LS, bacterial toxin DBD domain	pfam	domain	IPR043994		
PF19303	Anticodon binding domain of methionyl tRNA ligase	pfam	domain	IPR041872		
PF19417	RNase LS, bacterial toxin N-terminal	pfam	domain	IPR045837		
PF19725	DNA-directed RNA polymerase III subunit RPC5 C-terminal	pfam	domain	IPR045576		
PF19915	MoxR-vWA-beta-propeller ternary system domain bpX0	pfam	family	IPR045554		
PF19917	MoxR-vWA-beta-propeller ternary system domain bpX1	pfam	family	IPR045553		
PF19918	MoxR-vWA-beta-propeller ternary system domain bpX2	pfam	family	IPR045552		
PF19919	MoxR-vWA-beta-propeller ternary system domain bpX3	pfam	domain	IPR045551		
PF19920	MoxR-vWA-beta-propeller ternary system domain bpX4	pfam	domain	IPR045549		
PF19921	MoxR-vWA-beta-propeller ternary system domain bpX5	pfam	domain	IPR045548		
PF19922	MoxR-vWA-beta-propeller ternary system domain bpX6	pfam	domain	IPR045547		
PF19971	Ternary complex associated domain 2	pfam	domain	IPR045541		
PF19972	Ternary complex associated domain 3	pfam	domain	IPR045542		
PF19973	Ternary complex associated domain 7	pfam	domain	IPR045543		
PF19974	Ternary complex associated domain 9	pfam	domain	IPR045544		
PF19996	N-terminal helical region fused to the FtsH ternary system vWA domain	pfam	family	IPR045479		
PF19997	vWA domain found in the FtsH ternary systems	pfam	domain	IPR045477		
PF19998	FtsH ternary system domain X1	pfam	domain	IPR045480		
PF19999	FtsH ternary system domain X3	pfam	domain	IPR045481		
PF20000	FtsH ternary system domain X2	pfam	domain	IPR045482		
PF20002	FtsH ternary system domain X3-analog	pfam	family	IPR045483		
PF20003	FtsH ternary system domain X5	pfam	domain	IPR045484		
PF20004	FtsH ternary system domain X6	pfam	domain	IPR045485		
PF20005	FtsH ternary system domain X7	pfam	domain	IPR045486		
PF20007	FtsH ternary system-associated peptide	pfam	family	IPR045488		
PF20030	MoxR domain in the MoxR-vWA-beta-propeller ternary systems	pfam	domain	IPR045427		
PF20258	Aminomethyltransferase beta-barrel domain	pfam	domain	IPR046885		
PF20259	tRNA methyl transferase PRC-barrel domain	pfam	domain	IPR046884		
PF20260	RNA methyltransferase PUA domain	pfam	domain	IPR046887		
PF20416	U3 small nucleolar RNA-associated protein 20, C-terminal	pfam	domain	IPR046523		
PF20429	RNA-binding protein Tab2/Atab2, C-terminal domain	pfam	domain	IPR046761		
PF20483	Flavivirus RNA-directed RNA polymerase, thumb domain	pfam	domain	IPR046811		
PF20488	Birnavirus RNA dependent RNA polymerase (VP1), thumb domain	pfam	domain	IPR046752		
PF20489	Birnavirus RNA dependent RNA polymerase (VP1), C-terminal	pfam	domain	IPR046750		
PF20614	Homologues of viral RNAse III, found in viruses infecting fungi	pfam	domain	IPR046747		
PF20661	SutA RNAP-binding domain	pfam	domain	IPR049191		
PF20816	Picobirnavirus, Capsid protein	pfam	family	IPR048835		
PF20819	T4 RNA ligase 1, C-terminal domain	pfam	domain	IPR049042		
PF20822	CRISPR RNA silencing complex Cmr2 subunit, first helical domain	pfam	domain	IPR048694		
PF20823	CRISPR RNA silencing complex Cmr2 subunit, Zn-binding domain	pfam	domain	IPR048690		
PF20824	CRISPR RNA silencing complex Cmr2 subunit, second helical domain	pfam	domain	IPR048693		
PF20833	RNase E/G, Thioredoxin-like domain	pfam	domain	IPR048583		
PF20844	Pre-mRNA cleavage complex 2 protein Pcf11, RFEGP repeat	pfam	repeat	IPR048829		
PF20845	Pre-mRNA cleavage complex 2 protein Pcf11, alpha-helical domain	pfam	domain	IPR048830		
PF20912	DNA-directed RNA polymerase III subunit RPC3, helical hairpin domain	pfam	domain			
PF20917	Asparaginal-tRNA synthetase, N-terminal domain	pfam	domain	IPR048952		
PF20932	Dicer, dsRNA-binding domain	pfam	domain	IPR044441		
PF20947	Influenza RNA polymerase PB2 N-terminal region	pfam	family	IPR049106		
PF20948	Influenza RNA polymerase PB2 second domain	pfam	domain	IPR049110		
PF20949	Influenza RNA polymerase PB2 middle domain	pfam	domain	IPR049111		
PF20950	Influenza RNA polymerase PB2 helical domain	pfam	domain	IPR049113		
PF20951	Influenza RNA polymerase PB2 6th domain	pfam	domain	IPR049114		
PF20952	Influenza RNA polymerase PB2 C-terminal domain	pfam	domain	IPR049115		
PF20974	tRNA synthetases class I (E and Q), anti-codon binding domain	pfam	domain	IPR049437		
PF20977	Glutamyl-tRNA(Gln) amidotransferase subunit F	pfam	family			
PF20978	Glutamyl-tRNA amidotransferase complex subunit Gta3	pfam	family	IPR049545		
PF21004	mRNA capping enzyme catalytic subunit, GTase, NTPase domain	pfam	domain	IPR048425		
PF21005	mRNA-capping enzyme catalytic subunit, GTase, OB fold	pfam	domain	IPR048426		
PF21016	Ribosomal RNA large subunit methyltransferase N-terminal domain	pfam	domain	IPR048641		
PF21056	Zinc finger SWIM domain-containing protein 1/3, RNaseH-like domain	pfam	domain	IPR048324		
PF21150	Ribosomal RNA small subunit methyltransferase F, pre-PUA domain	pfam	domain	IPR048457		
PF21188	Pre-mRNA-splicing helicase BRR2 plug domain	pfam	domain	IPR048863		
PF21210	Putative ATP-dependent RNA helicase, helical bundle	pfam	domain	IPR041755		
PF21224	Small RNA 2'-O-methyltransferase-like, La-motif-containing domain	pfam	domain			
PF21239	Ribosomal RNA large subunit methyltransferase M, N-terminal	pfam	domain	IPR048646		
PF21289	Enhancer of mRNA-decapping protein 4, C-terminal	pfam	domain	IPR049404		
PF21293	Ribonuclease D, C-terminal HRDC domain	pfam	domain	IPR048579		
PF21408	Exosome RNA helicase MTR4-like, stalk	pfam	domain	IPR048392		
PF21457	RNA-binding, Nab2-type zinc finger	pfam	domain	IPR048410		
PF21553	Methionyl-tRNA formyltransferase, C-terminal domain	pfam	domain	IPR049355		
PF21561	Virus, RNA-directed RNA polymerase L, thumb ring domain	pfam	domain	IPR048547		
PF21569	Histone-lysine N-methyltransferase, RNA-binding domain	pfam	domain	IPR048669		
PF21579	tRNA (uracil(54)-C(5))-methyltransferase, TRAM domain	pfam	domain	IPR048845		
PF21591	RNA helicase Hera, dimerization domain	pfam	domain	IPR048768		
PF21594	Maternal embryonic leucine zipper kinase, UBA domain	pfam	domain	IPR048637		
PF21624	Virion DNA-directed RNA polymerase, plug insertion	pfam	domain	IPR049433		
PF21668	DNA-directed RNA polymerase subunit beta', hybrid domain	pfam	domain	IPR048566		
PF21680	tRNA modifying enzyme MnmG/GidA C-terminal helical domain	pfam	domain	IPR049312		
PF21769	Virion DNA-directed RNA polymerase domain	pfam	domain	IPR049432		
PF21787	TNP-like, RNase H N-terminal domain	pfam	domain	IPR048365		
PF21789	TNP-like, RNase H C-terminal domain	pfam	domain	IPR048367		
PF21864	Multiple organellar RNA editing factor 1, MORF domain	pfam	domain	IPR054059		
PF21867	Virion DNA-directed RNA polymerase domain	pfam	domain	IPR054062		
PF21894	Bacteriophage N4 RNA polymerase, helical domain	pfam	domain	IPR053805		
PF21940	Pfc11 Rna14/15 interacting domain	pfam	domain	IPR054128		
PF21951	T-cell receptor gamma alternate reading frame protein	pfam	family	IPR054133		
PF21996	Histidyl-tRNA synthetase HisZ, C-terminal domain	pfam	domain	IPR053846		
PF22027	NS3 RNA helicase, C-terminal helical domain	pfam	domain	IPR054175		
PF22122	Internalin K domain D2	pfam	domain	IPR054360		
PF22123	Exuperantia RNAse H-like domain	pfam	domain	IPR054362		
PF22152	Permutotetravirus RNA-dependent RNA polymerase palm domain	pfam	domain	IPR054403		
PF22209	CPV, RNA-directed RNA polymerase, N-terminal	pfam	domain	IPR054006		
PF22212	CPV, RNA-directed RNA polymerase, central polymerase domain	pfam	domain			
PF22213	CPV, RNA-directed RNA polymerase, C-terminal	pfam	domain	IPR054002		
PF22231	DEAD box helicase Hera, RNA-binding domain	pfam	domain	IPR054525		
PF22260	Permutotetravirus RNA-dependent RNA polymerase thumb domain	pfam	domain	IPR054433		
PF22327	U8 snoRNA-decapping enzyme-like	pfam	domain	IPR054754		
PF22350	Internalin, EF-hand domain	pfam	domain	IPR054769		
PF22355	tRNA-splicing endonuclease subunit NEQ261 N-terminal domain	pfam	domain			
PF22389	Protein Dicer, dsRNA-binding domain	pfam	domain	IPR055044		
PF22421	Tyrosine--tRNA ligase SYY-like C-terminal domain	pfam	domain	IPR054608		
PF22490	tRNA-splicing endonuclease, linker domain	pfam	domain			
PF22502	tRNA-intron endonuclease SEN2-like, N-terminal domain	pfam	domain	IPR055144		
PF22505	Ribonuclease J, beta-CASP domain	pfam	domain	IPR055132		
PF22508	Internalin J, Immunoglobulin-like domain	pfam	domain	IPR054717		
PF22530	Terminase Bacteriophage T7, Ribonuclease H-like domain	pfam	domain	IPR054762		
PF22600	Poly(A) RNA polymerase, mitochondrial-like, central palm domain	pfam	domain	IPR054708		
PF22602	Nuclear RNA export factor, NTF2 domain	pfam	domain	IPR002075		
PF22625	Exosome RNA binding protein RRP4 N-terminal domain	pfam	domain	IPR054371		
PF22663	Picornavirus coat protein	pfam	domain			
PF22892	MRPL44 dsRNA-binding domain	pfam	domain	IPR044444		
PF22901	Ferlin dsRNA-binding domain-like domain	pfam	domain	IPR055072		
PF22920	UvrC Ribonuclease H-like domain	pfam	domain			
PF22981	Mediator of RNA polymerase II transcription subunit 14, RM2	pfam	repeat	IPR055113		
PF22983	Mediator of RNA polymerase II transcription subunit 14, RM8	pfam	repeat	IPR055107		
PF22984	Mediator of RNA polymerase II transcription subunit 14, RM6	pfam	repeat	IPR055114		
PF23002	ATP-dependent RNA helicase DDX60, PIN-like domain	pfam	domain	IPR055124		
