Accession	Name	Source Database	Type	Integrated Into	Integrated Signatures	GO Terms
PF18526	Thymine dioxygenase JBP1 DNA-binding domain	pfam	domain	IPR041241		
PF18552	PheRS DNA binding domain 1	pfam	domain	IPR040724		
PF18553	PheRS DNA binding domain 3	pfam	domain	IPR040725		
PF18554	PheRS DNA binding domain 2	pfam	domain	IPR040586		
PF18694	TAR DNA-binding protein 43, N-terminal domain	pfam	domain	IPR041105		
PF18714	DNA polymerase II intein Domain IV	pfam	domain	IPR041005		
PF18723	5-hmdU DNA kinase, helical domain	pfam	domain	IPR040684		
PF18724	Amino acid:DNA transferase	pfam	domain	IPR040741		
PF18747	5-hmdU DNA kinase 2	pfam	family	IPR041021		
PF18748	5-hmdU DNA kinase	pfam	family	IPR040924		
PF18794	DNA mismatch repair protein HSM3, C terminal domain	pfam	repeat	IPR040752		
PF18795	DNA mismatch repair protein HSM3, N terminal domain	pfam	repeat	IPR041335		
PF18880	Uracil-DNA glycosylase inhibitor	pfam	family	IPR043805		
PF19432	DNAJ protein RME-8 N-terminal	pfam	domain	IPR045802		
PF19704	DNA-PKcs, CC5	pfam	repeat	IPR045581		
PF19725	DNA-directed RNA polymerase III subunit RPC5 C-terminal	pfam	domain	IPR045576		
PF19833	ATP-dependent DNA helicase RecG, domain 3, C-terminal	pfam	domain	IPR045562		
PF20286	Divergent Family B DNA polymerase	pfam	family	IPR046908		
PF20287	SH3 fold domain associated with phage DNA polymerases	pfam	domain	IPR046907		
PF20304	Small protein from certain CxC ATPase-based DNA modification systems	pfam	family	IPR046889		
PF20306	Small protein found in certain Dnd DNA modification systems	pfam	family	IPR046882		
PF20307	Divergent DnaB-like ATPase	pfam	domain	IPR046881		
PF20450	Papillomavirus E1, DNA-binding domain	pfam	domain	IPR046832		
PF20473	MmeI, DNA-methyltransferase domain	pfam	domain	IPR046816		
PF20500	DNA-PKcs, N-terminal	pfam	repeat	IPR046804		
PF20502	DNA-dependent protein kinase catalytic subunit, CC1/2	pfam	repeat	IPR046803		
PF20557	Putative DnaT-like ssDNA binding protein	pfam	domain	IPR046787		
PF20731	NgoFVII C-terminal B3-like DNA-binding domain	pfam	domain	IPR048923		
PF20768	All-beta domain in DNA topoisomerase VI alpha subunit	pfam	domain	IPR049333		
PF20886	PWWP domain-containing DNA repair factor 3A/B, C-terminal	pfam	domain	IPR048795		
PF20887	PWWP domain-containing DNA repair factor 3A/B, N-terminal	pfam	domain	IPR048765		
PF20910	TAR DNA-binding protein 43, C-terminal	pfam	disordered	IPR049124		
PF20912	DNA-directed RNA polymerase III subunit RPC3, helical hairpin domain	pfam	domain			
PF20914	DNA polymerase III subunit alpha, C-terminal domain	pfam	domain	IPR048472		
PF20946	DNA polymerase alpha-binding protein Ctf4, C-terminal domain	pfam	domain	IPR048591		
PF20964	DNA polymerase III subunit tau, C-terminal domain	pfam	domain	IPR048448		
PF20987	Intron-encoded endonuclease 1, DNA-binding domain	pfam	domain	IPR048681		
PF21025	Formamidopyrimidine-DNA glycosylase C-terminal domain	pfam	domain	IPR049392		
PF21099	DNA_pol_Q helicase like region helical domain	pfam	domain	IPR048960		
PF21123	Dna2 Rift barrel domain	pfam	domain	IPR048459		
PF21157	DnaK suppressor protein DksA, N-terminal domain	pfam	domain	IPR048489		
PF21173	DnaK suppressor protein-like, N-terminal domain	pfam	domain	IPR048487		
PF21179	DNA-binding protein BldD-like, C-terminal domain	pfam	domain	IPR037664		
PF21218	Formamidopyrimidine-DNA glycosylase-like, C-terminal domain	pfam	domain	IPR049332		
PF21227	Myb-like DNA-binding domain	pfam	domain			
PF21241	DNA helicase UvsW, N-terminal	pfam	domain	IPR049409		
PF21265	Single-stranded DNA-binding protein, Bacteriophage T7	pfam	domain	IPR049476		
PF21268	Bacteriophage T7 DNA helicase/primase, N-terminal a+b fold	pfam	domain	IPR048774		
PF21321	Putative DNA-binding HTH domain	pfam	domain	IPR048708		
PF21338	Bacterial DNA topoisomerase IB, N-terminal domain	pfam	domain	IPR049331		
PF21411	S. pombe DNA-binding protein Rap1, C-terminal	pfam	domain	IPR048929		
PF21431	Colicin/Pyocin-S2, DNase domain	pfam	domain			
PF21459	SWI/SNF Subunit INI1, DNA binding domain	pfam	domain	IPR048664		
PF21473	Single-stranded DNA binding protein Ssb-like, OB fold	pfam	domain	IPR048970		
PF21474	DNA polymerase II, N-terminal	pfam	domain			
PF21500	DNA polymerase III subunit delta', AAA+ ATPase lid domain	pfam	domain	IPR048731		
PF21501	Protein LANA1-like, DNA-binding domain	pfam	domain	IPR048523		
PF21530	DNA helicase Pif1, 2B domain	pfam	domain	IPR049163		
PF21531	DNA-binding protein Rv2175c, wHTH domain	pfam	domain	IPR048576		
PF21559	DNA-binding protein reb1, Myb-associated domain	pfam	domain	IPR049260		
PF21624	Virion DNA-directed RNA polymerase, plug insertion	pfam	domain	IPR049433		
PF21650	DNA primase DnaG, catalytic core, helical bundle	pfam	domain	IPR048453		
PF21668	DNA-directed RNA polymerase subunit beta', hybrid domain	pfam	domain	IPR048566		
PF21694	DNA polymerase III delta subunit, C-terminal domain	pfam	domain	IPR048466		
PF21704	DNApol eta/Rev1, HhH motif	pfam	conserved_site			
PF21715	CggR N-terminal DNA binding domain	pfam	domain	IPR048715		
PF21762	DNA polymerase III subunit epsilon-like, C-terminal domain	pfam	domain	IPR048519		
PF21769	Virion DNA-directed RNA polymerase domain	pfam	domain	IPR049432		
PF21790	Putative 8-oxoguanine DNA glycosylase OGG-like protein	pfam	family	IPR048868		
PF21867	Virion DNA-directed RNA polymerase domain	pfam	domain	IPR054062		
PF21906	NrtR DNA-binding winged helix domain	pfam	domain	IPR054105		
PF21984	DnaD N-terminal domain	pfam	domain	IPR053843		
PF21999	DNA polymerase-iota, thumb domain	pfam	domain	IPR053848		
PF22047	Single-stranded-DNA-specific exonuclease RecJ C-terminal domain	pfam	domain	IPR054598		
PF22062	DNA polymerase alpha subunit B, OB domain	pfam	domain	IPR054300		
PF22083	DNA endonuclease I-HmuI-like, NUMOD-like domain	pfam	domain	IPR054307		
PF22134	DNA Mimic Protein Arn	pfam	domain	IPR054385		
PF22139	DNA repair helicase XPD, arch domain	pfam	domain	IPR054391		
PF22155	Mre11 accessory DNA binding capping domain	pfam	domain	IPR054406		
PF22175	8-oxoguanine DNA glycosylase	pfam	domain	IPR012092		
PF22227	DNA polymerase III gamma subunit-related, C-terminal domain	pfam	domain	IPR054510		
PF22232	TraI helicase-associated ssDNA bd, N-terminal	pfam	domain	IPR054558		
PF22317	DNA polymerase II small subunit, N-terminal domain	pfam	domain	IPR054750		
PF22410	DNA primase DnaG, helical domain	pfam	domain			
PF22413	Methylated DNA-protein cysteine MeTransferase OGT N-terminal domain	pfam	domain	IPR055028		
PF22448	RepB DNA-primase C-terminal helical domain	pfam	domain	IPR054366		
PF22555	Phage DNA Adenine Methylase-like domain 1	pfam	domain	IPR054341		
PF22556	Phage DNA Adenine Methylase-like domain 2	pfam	domain	IPR055146		
PF22587	DNA polymerase II, insertion domain	pfam	domain	IPR055208		
PF22608	DNA polymerase III clamp loader subunit, ATPase lid domain	pfam	domain	IPR045085		
PF22619	DNA polymerase I, ribonuclease H-like domain	pfam	domain	IPR054690		
PF22634	DNA polymerase epsilon catalytic subunit A, thumb domain	pfam	domain	IPR055191		
PF22695	EST1-like DNA-binding domain	pfam	domain	IPR054534		
PF22745	DNA ligase-like, N-terminal NAD+-binding domain	pfam	domain			
PF22774	DNAJC11, beta-barrel domain	pfam	domain	IPR055225		
PF22824	DNA transposase THAP9, C-terminal domain	pfam	domain	IPR055035		
PF22855	DNA (cytosine-5-)-methyltransferase, N-terminal	pfam	domain	IPR054724		
PF22912	Zinc finger domain of DNA polymerase-epsilon	pfam	domain	IPR054475		
PF22980	Myb-like DNA-binding domain	pfam	domain	IPR054505		
PF23007	STICHEL, DnaA_N-like alpha-beta domain	pfam	domain	IPR054506		
